title,chapter,paragraph,text
The Brothers Karamazov,79,5,"It's the first that Dmitri, and the general public, have heard of Smerdyakov's death. Dmitri shouts, ""The dog died like a dog!"" for which the judge quickly reprimands him."
The Brothers Karamazov,79,6,"The judge asks Dmitri how he'll plead, and Dmitri theatrically professes his innocence. The judge again orders Dmitri to cool it."
The Brothers Karamazov,79,7,"The judge orders the trial to begin. The witnesses are led away to their seating area, after being lectured by the priest and the presiding judge."
The Brothers Karamazov,78,0,"Alyosha explains to his brother that Maria Kondratievna had rushed over an hour ago to tell him that Smerdyakov had hanged himself. Alyosha had hurried back to her cottage to discover Smerdyakov still hanging, and a brief suicide note left on the table. Alyosha then went straight to the police commissioner to tell him the news, before arriving at Ivan's."
The Brothers Karamazov,78,1,"Alyosha remarks that Ivan looks ill, and Ivan mysteriously states that he already knew that Smerdyakov had hanged himself. Ivan seems to think it's very significant that the wet towel he had wrapped around his head in the previous chapter is lying folded and unused next to his dressing table."
The Brothers Karamazov,78,2,"Ivan then raves to Alyosha that ""he"" (i.e., the devil of the previous chapter) was here. They had even talked about Smerdyakov's suicide and Ivan's plan to confess his dealings with Smerdyakov at the trial the next day. The devil had scoffed at Ivan's plan as being born of pride, a need for praise for his noble defense of Dmitri."
The Brothers Karamazov,78,3,"Ivan continues to rave about how everyone – Katerina, Lise, even Alyosha – despises him. Over the next two hours he becomes more and more delirious and falls asleep on the couch."
The Brothers Karamazov,78,4,Alyosha lies next to him and prays.
The Brothers Karamazov,47,0,"As we learned in Book 7, Chapter 3, Grushenka told Dmitri that she was off to help Samsonov with his accounts."
The Brothers Karamazov,47,1,"The narrative picks up with Dmitri, who leaves Grushenka and tries desperately to find some money. He pawns off his shooting pistols with a casual friend, a young official in town."
The Brothers Karamazov,47,2,"Dmitri then goes off to visit his father's neighbor, Maria Kondatrievna, where he is distressed to learn that Smerdyakov has fallen ill."
The Brothers Karamazov,47,3,"Dmitri heads home, worried. He washes up, gets dressed, and decides to borrow the 3,000 roubles he needs from Madame Khokhlakov."
The Brothers Karamazov,47,4,"Dmitri arrives at Madame Khokhlakov's, who is, strangely, thrilled to see him. He keeps trying to ask her for the 3,000 roubles, and eventually succeeds – or so he thinks. But Madame Khokhlakov really is just trying to get him to work with the gold mines, where he would, eventually, earn 3,000 roubles. She drapes a small silver icon around his neck as a kind of good-luck charm."
The Brothers Karamazov,47,5,"Dmitri, furious and impatient with Madame Khokhlakov's incoherent plans, bangs his fists on the table, spits, and walks out the door."
The Brothers Karamazov,47,6,"Outside Dmitri dissolves into hopeless tears as he beats himself on a certain spot on his chest, the same spot he had beaten when he talked previously with Alyosha in Book 3, Chapter 11."
The Brothers Karamazov,47,7,"Grief-stricken, he wanders into the square, where he encounters an old woman whom he recognizes as a servant of Samsonov. When he asks her about Grushenka, he discovers that Grushenka had left Samsonov's shortly after he dropped her off."
The Brothers Karamazov,47,8,"Furious, he heads to Grushenka, where he discovers from her servant Fenya that she has just recently left for Mokroye. On the way out, he takes a brass pestle from the table and stuffs it in his pocket."
The Brothers Karamazov,46,0,"Having no money, Dmitri pawns his silver watch for six roubles and borrows three roubles from his landlords. Then off to Ilyinskoye he goes."
The Brothers Karamazov,46,1,"At Ilyinskoye he meets up with the priest Lyagavy is staying with. The priest tells him that Lyagavy – who should be called Gorstkin, since he hates the name Lyagavy – is staying with a forester at Sukhoy Possyolok."
The Brothers Karamazov,46,2,"Upon their arrival at the forester's, they discover that Lyagavy is passed out drunk in his room."
The Brothers Karamazov,46,3,"Unable to wake him, Dmitri decides to wait outside the drunk's room until he wakes up. The priest heads back to Ilyinskoye."
The Brothers Karamazov,46,4,"Dmitri must have fallen asleep, because all of a sudden he wakes up to find the room filled with fumes. The forester helps Dmitri air out the room, but Lyagavy sleeps peacefully on."
The Brothers Karamazov,46,5,"Dmitri again falls asleep outside Lyagavy's room, and the next time he wakes it's 9 in the morning. He finds that Lyagavy has already started drinking heavily again. He tries to engage Lyagavy in conversation, but Lyagavy keeps accusing him of being out to cheat him."
The Brothers Karamazov,46,6,"Realizing that he's been the victim of Samsonov's malicious trickery, Dmitri returns back home and straight to Grushenka's."
The Brothers Karamazov,73,0,"On his way to look for Ivan, Alyosha notes that the lights are on at Katerina's, and figures Ivan must be visiting her. Sure enough, he meets Ivan just as he's leaving Katerina's. They both go up to see her."
The Brothers Karamazov,73,1,"Alyosha tells Katerina that Dmitri doesn't want her to testify, but Katerina scoffs at him. She reveals that she's been to visit Smerdyakov because Ivan has told her that Smerdyakov is the real killer, but she still seems unconvinced."
The Brothers Karamazov,73,2,"When Ivan leaves, Alyosha chases after him and gives him Lise's note. Ivan tears up the letter."
The Brothers Karamazov,73,3,"Ivan then tells Alyosha that he's only staying friendly with Katerina because he doesn't want her to ruin Dmitri's chances at the trial. Ivan claims he's no longer in love with Katerina, but he also believes that Katerina has a document that ""mathematically"" proves that Dmitri killed their father, an idea that Alyosha rejects."
The Brothers Karamazov,73,4,"When Ivan asks Alyosha who he thinks killed their father, Alyosha insists that he doesn't think it was Dmitri. Ivan is strangely disturbed, then accuses Alyosha of spying on him in his room when he was visited by an unnamed man."
The Brothers Karamazov,73,5,Alyosha is completely mystified and denies spying on his brother.
The Brothers Karamazov,73,6,"Ivan tells Alyosha to leave him alone, and they go their separate ways."
The Brothers Karamazov,73,7,"Instead of going home, Ivan decides on impulse to go to Smerdyakov's."
The Brothers Karamazov,72,0,It's already getting quite late when Alyosha finally visits Dmitri in his cell. Rakitin is just on his way out and seems irritated with Alyosha for some reason and can barely look him in the face.
The Brothers Karamazov,72,1,"Dmitri is amused by Rakitin, who wants to make a name for himself by writing an article about Dmitri's trial. Rakitin apparently had big plans for a journalistic career in Petersburg, all funded by Madame Khokhlakov's money. Rakitin wrote that catty article for Rumors because Khokhlakov had rejected him and all his career plans had fallen apart."
The Brothers Karamazov,72,2,"Dmitri believes that over the past two months, sitting in prison, he has felt a ""new man"" arise within himself, and some possibility for redemption is available to him through suffering. Even miserable sinners like himself, stuck in prison, can assume the guilt of everyone else in the world and sing God's praises in a ""tragic hymn."""
