"artists","explicit","genre","lyric","lyric_provider","musixmatch_rating","rank","title"
"PANCHO URESTI,LEANDRO RIOS","","","Quiero verte al pie de una fogata
Con tu piel desnuda y a la luz de luna hacerte el amor
Y a manera ranchera cantarte canciones bonitas
Tomaremos tequila para entrar en calor

Con tu manos de seda me quitas botas y sobrero
Desnudas a un ranchero desde el corazón
Y entre vacas, caballos, corrales te haré 1000 caricias
Sembraré mis semillas en tu vientre y te daré una flor
Yo no sé de palabras bonitas, crecí yo en el campo
Soy ranchero cerrado pero tengo mi estilo de hablale al amor

Quiero verte al pie de una fogata
Con tu piel desnuda y a la luz de la luna hacerte el amor
Y a manera ranchera cantarte canciones bonitas
Tomaremos tequila para entrar en calor

Con tu manos de seda me quitas botas y sombrero
Desnudas a un ranchero desde el corazón
Y entre vacas, caballos, corrales te haré 1000 caricias
Sembraré mis semillas en tu vientre y te daré una flor
Yo no sé de palabras bonitas, crecí yo en el campo
Soy ranchero cerrado, pero tengo mi estilo de hablale al amor

","Google",17.0,1457,"CORAZON RANCHERO"
"BANDA LOS RECODITOS",1.0,"Latin / Regional Mexicano","Ya se que soy un borracho y perdido
Pero tu abandono me vino a pegar
Y por eso la paso en la peda
Haber si el alcohol me puede alivianar

Ya no soporto el dolor en mi pecho
Me mata tu olvido y me hace sufrir
Me castigo tu olor de tu ausencia
Parece tu amor que por siempre perdí

Me la paso diciendo que te amo y que te necesito
Que me faltan tus besitos
Quisiera morir y que la huesuda viniera por mí
Sin acariciarte no quiero vivir
Por eso me empedo y me aloco por ti

Quisiera morir
Maldito tu olvido
Conmigo acabo
Jodido y perdido así me dejo
Es insoportable seguir sin tu amor
Ya regresa al recate de mi corazón

Me la paso diciendo que te amo y que te necesito
Que me faltan tus besitos
Quisiera morir y que la huesuda viniera por mí
Sin acariciarte no quiero vivir
Por eso me empedo y me aloco por ti

Quisiera morir
Maldito tu olvido
Conmigo acabo
Jodido y perdido así me dejo
Es insoportable seguir sin tu amor
Ya regresa al recate de mi corazón

","MusicMatch",21.0,1458,"AL RESCATE"
"KUMBIA KINGS","","","Chiquilla Te Quiero!!! 
Vas a ser mi dulce niÃa [laugh] 

Ya lo ves estoy, tan loco por ti 
Cuando te veo venir 
No se ni que decir 
Why no encuentro la manera de decirte 
Lo que siento 
Que tengo un nudo por dentro 
Que de amor me estoy muriendo 

Ya lo ves yo voy, siempre detras de ti 
Para ver si tu al fin, te fijarias en mi 
Pero no encuentro el camino 
Para que tu estes conmigo 
Mas lo tengo decidido 
Voy a ser mas que tu amigo 

Ya te lo tengo advertido 
Lo tengo bien decidido 
Yo te voy a enamorar, 
Conmigo tu vas a estar 
No quieras disimularlo, 
Si en mi tambien has pensado 
Vente conmigo que yo quiero estar contigo 

Mi dulce niÃa [Na Na Na] 
Tu me facinas [Na Na Na] 
Por tu sonrisa, Por tu mirada linda 
[Na Na Na Na Na] 
Mi dulce niÃa [Na Na Na] 
Tu eres mi vida [Na Na Na] 
Contigo niÃa, quiero pasar los dias 

Yo se que eres tu, la niÃa ideal 
La que me tiene mal, con la que quiero estar 
Why con todo lo que pido sin querer ser atrevido 
Es que tu vengas conmigo por favor eso te pido 
Quiero verte asi, tan cerquita de mi, 
Para poder decir, lo que siento por ti 
Why te juro que te quiero, que tengo un amor sincero 
Why que yo me desespero por alguno de tus besos 

Ya te lo tengo advertido 
Lo tengo bien decidido 
Yo te voy a enamorar, 
Why conmigo tu vas a estar 
No quieras disimularlo, 
Si en mi tambien has pensado 
Vente conmigo que yo quiero estar contigo 

Mi dulce niÃa [Na Na Na] 
Tu me facinas [Na Na Na] 
Por tu sonrisa, Por tu mirada linda 
[Na Na Na Na Na] 
Mi dulce niÃa [Na Na Na] 
Tu eres mi vida [Na Na Na] 
Contigo niÃa, quiero pasar los dias 

Ya te lo tengo advertido 
Lo tengo bien decidido 
Yo te voy a enamorar, 
Why conmigo tu vas a estar 
No quieras disimularlo, 
Si en mi tambien has pensado 
Vente conmigo que yo quiero estar contigo 

Mi dulce niÃa [Na Na Na] 
Tu me facinas [Na Na Na] 
Por tu sonrisa, Por tu mirada linda 
[Na Na Na Na Na] 
Mi dulce niÃa [Na Na Na] 
Tu eres mi vida [Na Na Na] 
Contigo niÃa, quiero pasar los dias 

Ves?

","Google","",1459,"MI DULCE NIÑA"
"RAYMIX",0.0,"Latin / Regional Mexicano","Vivo en esta historia 
El chico que la amaba más que a su vida 
Le daba el corazón 
La llevaba hasta el sol 
Era mala 

Ella era muy bella 
Un ángel que al mirarte te hechizaba 
Pero en su interior había solo interés 
Era mala 
Muy mala 
Era mala 

Un ángel malvado me ha engañado 
Y vivo el sufrimiento de estar a su lado 
Yo solo soy culpable de este amor 
Y solo soy culpable de este amor 
Solo yo

Vivo en esta historia 
El chico que la amaba sin control 
Escribo esta canción 
Que refleja todo el dolor en mi corazón 

Ella era muy bella 
Un ángel que al mirarte te hechizaba 
Pero en su interior había solo interés 
Era mala 
Muy mala 
Era mala 

Un ángel malvado me ha engañado 
Y vivo en el sufrimiento de estar a su lado 
Yo solo soy culpable de este amor 
Y solo soy culpable de este amor 

tú eres un ángel malvado, me ha engañado 
Y vivo el sufrimiento de estar a su lado 
Yo solo soy culpable de este amor 
Y solo soy culpable de este amor 
Solo yo
Solo yo

","MusicMatch",17.0,1460,"ANGEL MALVADO"
"BANDA ARRIBA MI SINALOA",0.0,"","Me gusta despertar y verte a mi lado
Me gusta caminar contigo de la mano
Disfruto cosas tan pequeñas como esas
Porque nuestro amor es algo sobrehumano
Gracias por amarme como yo te amo

Amo tus defectos, amo tus virtudes
Amo lo que brilla al apagar las luces
Amo lo que no se mira a simple vista
Amo lo que se esconde atrás de tu sonrisa

Amo las peleas y el final feliz
Amo todo lo que se trate de ti
Amo tantas cosas que me has enseñado
Pero sobre todo eres lo que más amo

Y eres lo más importante para mí
Arriba mi Sinaloa

Amo tus defectos, amo tus virtudes
Amo lo que brilla al apagar las luces
Amo lo que no se mira a simple vista
Amo lo que se esconde atrás de tu sonrisa

Amo las peleas y el final feliz
Amo todo lo que se trate de ti
Amo tantas cosas que me has enseñado
Pero sobre todo eres lo que más amo

Eres lo que más amo
Eres lo que más amo

","MusicMatch",8.0,1461,"ERES LO QUE MÁS AMO"
"DUELO",0.0,"Latin / Regional Mexicano","Cuando lo nuestro acabó
Te juro que ni quise llorar
Todas tus fotos borré
Y un nuevo ciclo vuelvo a empezar

Por mi manera de ser
Jamás volteo a ver hacia atrás
Ya no sé nada de ti
No sé ni dónde fuiste a parar

Pero debo admitir que algunas veces
Cuando hago caso al corazón
Y mi egoísmo se descuida
Por un ejemplo, el día de hoy
Me siento enloquecer

Porque tú
Que ya no existes en mi vida, tú
Que en un momento inesperado, tú
Como una broma del destino, entras en mi mente
Y me transformo en un cobarde
Que no quiere caminar si no estás tú

Con tu manera de abrazarme, tú
Con tu mirada intoxicante, tú
Que con tus besos me bañaste
¿Cómo continuar mi vida?
Vivo rodeado de mil gentes
Y el silencio me desgarra
Porque no estás tú

Pero debo admitir que algunas veces
Cuando hago caso al corazón
Y mi egoísmo se descuida
Por un ejemplo, el día de hoy
Me siento enloquecer

Porque tú
Que ya no existes en mi vida, tú
Que en un momento inesperado, tú
Como una broma del destino entras en mi mente
Y me transformo en un cobarde
Que no quiere caminar si no estás tú

Con tu manera de abrazarme, tú
Con tu mirada intoxicante, tú
Que con tus besos me bañaste
¿Cómo continuar mi vida?
Vivo rodeado de mil gentes
Y el silencio me desgarra
Porque no estás tú

","MusicMatch",23.0,1462,"TU"
"LOS CARNALES DE NUEVO LEON","","Latin","","",13.0,1463,"NO ME IMPORTA QUIEN ES"
"MARCO FLORES Y SU NUMERO 1 BANDA JEREZ","","","","","",1464,"ORDEÑANDO LA VACA"
"LA SONORA DINAMITA,EL MIMOSO",0.0,"Latin","","MusicMatch",20.0,1465,"CAROLA"
"HECHIZEROS BAND",0.0,"Latin / Regional Mexicano","Complaciendo para todos las bailadores con esta rola que dice
1, 2, 3, 4

¡Eso!
¡Qué bárbaro! ¡Qué bárbaro!
1, 2, 3, 4

Y esto es
Hechiceros

¡Ah!
Esta es una
Buenísima
Rola
1, 2, 3, 4

¡Eso, eso, eso!
¡Síguelo bailando! ¡Síguelo bailando!

Mira no'más qué chulada de ambiente
Seguimos bailando con esto que dice
1, 2, 3, 4

¡Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey!

¿Qué dijeron? ¿Esto ya se acabó?
¡No!
Esto sigue
1, 2, 3, 4

¡Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey!

","MusicMatch",15.0,1466,"EL SONIDITO"
"DANIYEL VALENZUELA","","Latin / Regional Mexicano","","",13.0,1467,"EVITAME LA PENA"
"BANDA CARNAVAL",0.0,"Latin / Regional Mexicano","Hoy, me parto en dos
Dónde quedaron aquellas promesas, promesas de amor
Sé, que no volverás, dejarte es difícil te debo soltar
Y no hay marcha atrás

Y cuando estoy a medio paso de olvidarte
Buscas pretextos para ilusionarme
Mentiras que enredan y caigo en tu amor

Vienes me ilusionas me confundes y te vas
Con un beso que en un tiempo fue fugaz
Y asimilarlo no es tan fácil hoy que te vas

Vienes me ilusionas me confundes y te vas
Dejas una herida fuego aquí en mi pecho
Es un infierno soportarlo no puedo más
Vienes y te vas

Y cuando estoy a medio paso de olvidarte
Buscas pretextos para ilusionarme
Mentiras que enredan y caigo en tu amor

Vienes me ilusionas me confundes y te vas
Con un beso que en un tiempo fue fugaz
Y asimilarlo no es tan fácil hoy que te vas

Vienes me ilusionas me confundes y te vas
Dejas una herida fuego aquí en mi pecho
Es un infierno soportarlo no puedo más
Vienes y te vas
Vienes y te vas

","MusicMatch",19.0,1468,"Y TE VAS"
"GRUPO CORPORACIÓN","","Latin","","",1.0,1469,"ME ACOSTUMBRARÉ"
"PEDRO FERNANDEZ",0.0,"Latin / Regional Mexicano","Si te vienen a contar cositas malas de mí
Manda todos a volar y diles que yo no fui
Yo te aseguro que yo no fui
Son puros cuentos de por ahí
Tú me tienes que creer a mí
Yo te lo juro que yo no fui

Si te vienen a contar cositas malas de mí
Manda todos a volar y diles que yo no fui
Todos me dicen por ahí
Que tienes cara de yo no fui
Y a ti te dicen ""él, yo lo vi""
Tú me tienes que creer a mí

Ay, mamá, que yo no fui (Yo te aseguro que yo no fui)
Mira, muchacho, que yo no fui (Yo te aseguro que yo no fui)
Tú tienes cara de pirulí (Yo te aseguro que yo no fui)
Mira, chaparra, que yo no fui (Yo te aseguro que yo no fui)

Uh-ju-ju-juy, ¡qué barbaro, compadrito!

Si te vienen a contar cositas malas de mí
Manda todos a volar y diles que yo no fui
Yo te aseguro que yo no fui
Son puros cuentos de por ahí
Tú me tienes que creer a mí
Yo te lo juro que yo no fui

Si te vienen a contar cositas malas de mí
Manda todos a volar y diles que yo no fui
Todos me dicen por ahí
Que tienes cara de yo no fui
Y a ti te dicen ""él, yo lo vi""
Tú me tienes que creer a mí

Ay, mamá, que yo no fui (Yo te aseguro que yo no fui)
Mira, mi negra, que yo no fui (Yo te aseguro que yo no fui)
Mira, chaparra, que yo no fui (Yo te aseguro que yo no fui)
A ti te dicen ""él, yo lo vi"" (Yo te aseguro que yo no fui)

Si te vienen a contar cositas malas de mí
Manda todos a volar y diles que yo no fui
Todos me dicen por ahí
Que tienes cara de yo no fui
A ti te dicen ""él, yo lo vi""
Tú me tienes que creer a mí

No, no
No, no
Yo no fui

","MusicMatch",19.0,1470,"YO NO FUI"
"INTOCABLE",0.0,"","Desde cuando era un niño
Le escribi una carta a santa clous
Y como uniko regalo le pedi tu amor

Llegaron los reyes magos
Y pasaron muchas navidades mas
La esperanza de tenerte
De mis sueños se esfumo

Y hoy hoy que es noche buena
Com oun milagro llegaste tu.

Feliz feliz navidad ven
Abrazame no esperes mas
Fue larga la espera
Y hoy que estas aqui
No te dejare escapar
Promteo que voy a llnarte de felicidad.

Feliz feliz navidad
Hoy y siempre te voy amar
Tu eres el regalo que siempre esperaba
Y al fin en esta navidad el sueño
De akel chiquillo es realidad.

Lllegaron los reyes magos
Y pasaron muchas navidades mas
La esperanza de tenerte
De mis sueños se esfumo.

Y hoy hoy que es noche buena
Como un milagro llegaste tu

Feliz feliz navidad ven
Y abrazame no esperes mas
Fue larga la espera y hoy que estas aqui
No te dejare escapar
Prometo que voy a
Llenarte de felicidad.

Feliz feliz navidad
Hoy y siempre te voy amar
Tu eres el regalo que
Siempre esperaba y hoy
En esta navida el regalo de akel chiquillo es realidad

","MusicMatch",22.0,1471,"REGALO DE NAVIDAD"
"LA ARROLLADORA BANDA EL LIMÓN",0.0,"Latin / Regional Mexicano","Hay algo en tu mirada
Que me llena de calma

Que mi incita a amarte
Y a entregarte mi alma

Hay algo en tu sonrisa
Que me grita y me enciende
Que te llene de caricias
Quien te quiera perderme

Y me levantas si me siento derrotado
Solo tu haces que el sol brille con fuerza en días malos
Siempre tienes algo nuevo para ofrecerle a mi vida
Que ya no estará vacía

Y se acelera el sentimiento a toda prisa
Solo por sentir tus manos
Deslizándose en mi cuerpo

Este amor ha ido creciendo
Como tu no te imaginas
Este amor es algo eterno

En cada palabra
En cada sentimiento
En cada recuerdo
Y en todo mis deseos
Siempre estas tú

Siempre estas tú
En mis días buenos
En miles de ilusiones
En todos mis sueños
Y en todas mis canciones
Siempre estas tú
Siempre estas tú
Siempre estas tú
Siempre estas tú
Siempre estas tú
Siempre estas tú

Y me levantas si me siento derrotado
Solo tu haces que el sol brille con fuerza en días malos
Siempre tienes algo nuevo para ofrecerle a mi vida
Que ya no estará vacía

Y se acelera el sentimiento a toda prisa
Solo por sentir tus manos
Deslizándose en mi cuerpo

Este amor ha ido creciendo
Como tu no te imaginas
Este amor es algo eterno

En cada palabra
En cada sentimiento
En cada recuerdo
Y en todo mis deseos
Siempre estas tú

Siempre estas tú
En mis días buenos
En miles de ilusiones
En todos mis sueños
Y en todas mis canciones
Siempre estas tú
Siempre estas tú
Siempre estas tú
Siempre estas tú
Siempre estas tú
Siempre estas tú

","MusicMatch",31.0,1472,"SIEMPRE ESTAS TU"
"LOS HURACANES DEL NORTE",1.0,"Latin","","MusicMatch",20.0,1473,"QUE ME LLEVE EL DIABLO"
"FIDEL RUEDA",0.0,"Latin / Regional Mexicano","No puedes ocultar que lloras tu por el,
Que te volvió a fallar no vino otra vez
Se nota en tu mirada por dentro estas vacía
No dejes que ese hombre arruine así tu vida
Tu tienes que saber que el juega con tu amor,
El no te va a querer, solo busca pasión
El dice serte fiel, se burla yo lo se
Tu debes de saber que el ama a su mujer

Y aunque te duela solo eres para el una cualquiera que reemplaza en la cama,
A la mujer que esta en su corazon, tu tienes que saber que fue solo un placer,
Y aunque te duela solo eres para el un pasatiempo, 
Un juguete en su vida y nada mas tu tienes que entender
Que soy mejor que el

Tu tienes que saber que el juega con tu amor,
El no te va a querer, solo busca pasión
El dice serte fiel, se burla yo lo se
Tu debes de saber que el ama a su mujer
Y aunque te duela solo eres para el una cualquiera que reemplaza en la cama,
A la mujer que esta en su corazon, 
Tu tienes que saber que fue solo un placer,
Y aunque te duela solo eres para el un pasatiempo 
Un juguete en su vida y nada mas tu tienes que entender, que soy mejor que el.

","MusicMatch",19.0,1474,"AUNQUE TE DUELA"
"EL CHAPO DE SINALOA",0.0,"","Llegamos los dos buscando un hotel
Un poco nerviosos al imaginar qué iba a suceder
Sabía que sería la noche perfecta
Su primera vez, solo 19 y yo 26

Una habitación que sea la mejor
Con sábanas blancas, un ramo de rosas para la ocasión
Perfume embriagante, que voy a tener la noche perfecta
Porque hoy una reina se entrega a su rey

Y voy a pedirle señor, por favor
Que si alguien me busca, diga que no estoy
No quiero disturbios ni servicio de cuarto
Que voy a entregarle mi amor sin descanso

Señor, no pase ninguna llamada
Necesito estar a solas con ella
Quiero usar el tiempo para acariciarla
Y hacer que tengmos la noche perfecta

Una habitación que sea la mejor
Con sábanas blancas, un ramo de rosas para la ocasión
Perfume embriagante, que voy a tener la noche perfecta
Porque hoy una reina se entrega a su rey

Y voy a pedirle señor, por favor
Que si alguien me busca, diga que no estoy
No quiero disturbios ni servicio de cuarto
Que voy a entregarle mi amor sin descanso

Señor, no pase ninguna llamada
Necesito estar a solas con ella
Quiero usar el tiempo para acariciarte
Y hacer que tengmos la noche perfecta

Y voy a pedirle señor, por favor
Que si alguien me busca, diga que no estoy
No quiero disturbios ni servicio de cuarto
Que voy a entregarle mi amor sin descanso

Señor, no pase ninguna llamada
Necesito estar a solas con ella
Quiero usar el tiempo para acariciarla
Y hacer que tengmos la noche perfecta

","MusicMatch",24.0,1475,"LA NOCHE PERFECTA"
"AARON Y SU GRUPO ILUSION",0.0,"Latin / Regional Mexicano","","MusicMatch",15.0,1476,"TODO ME GUSTA DE MI"
"ALICIA VILLAREAL",0.0,"Latin / Regional Mexicano","¡Ya no pienso mantener este cariño! 

Ya no pienso mantener este cariño 
Mientras me parto el alma 
Te das la vida de placeres 
Y yo en mis desvelos 
Sufriendo por amor

Y ahora resulta y ahora resulta 
Que porque soy lo que soy 
Te vas de mi lado 
Si lo mejor de tu vida 
Lo mejor de tu vida 
Se te escapa de las manos

Pero quién te entiende ni tu te comprendes 
Ni sabes qué hacer
Quieres que la mujer se someta a su hombre 
Por algo ha de ser 
Yo estaba dispuesta a darte mi vida 
Pero una mujer como yo
Pero una mujer como yo, no te mereces

""Y póngase a trabajar mi chulo
Pa' que vea lo que cuesta la vida
Pa' que valore verdad de dios"" 

Ya no finjas a tus hijos el cariño 
Porque sé que ni te duelen 
Hasta disfrutaste hacerlos 
Son más míos eso no te quede duda 
A mi me dolió tenerlos 
Y hasta tengo quién los cuide

Pero quién te entiende ni tu te comprendes 
Ni sabes qué hacer
Quieres que la mujer se someta a su hombre 
Por algo ha de ser 
Yo estaba dispuesta a darte mi vida 
Pero una mujer como yo
Pero una mujer como yo, no te mereces

Te quedó grande la yegua
Te quedó grande la yegua 
Y a mi, y a mi me faltó jinete

","MusicMatch",17.0,1477,"TE QUEDO GRANDE LA YEGUA"
