N°,artists,explicit,genre,lyric,musixmatch_rating,rank,title,Violencia verbal,Violencia Física,Violencia Psicológica,Violencia Sexual,VIolencia Económica,Violencia Simbólica,Apto para niñxs,clase,Observacion
485,"WISIN Y YANDEL, ROMEO SANTOS",0.0,Latin / Latin Urban,"Wisin y Yandel!
De regresso con el King

Encontré un cabello tuyo en mi cama
Me quedé pensando, ¿Dónde estás ahora?
Te esperaba hace un par de horas
(Casi siempre todo sale a la luz, de horas)
Tengo el presentimiento de que no andas sola
No me has escrito, ni siquiera un 'hola'
Tú sigues envolviéndome

Con la misma historia
Cuando te veo se me olvida todo
No quiero hablar, prefiero hacerme loco
Quitándote la ropa poco a poco

Aullando como loba (Auuh-uh-uh)
Así quien no te perdona
Si en mi cama te añoras
Cualquiera se enamora (Auuh-uh-uh)
Si paso una noche contigo
Y le haces lo que haces conmigo

(Yandel)
Explícame, si estás conmigo y estás con él
Así me busco otra y yo también
Y simplemente la pasamos bien
Decídete porque yo sé
Que a ti te gusta como lo hago yo
...


 ",24.0,443,AULLANDO,0,0,1,1,0,1,0,1,
486,ALEX RUIZ,,Latin,,4.0,444,YO NO ME ENAMORO,,,,,,,,0,
487,ALEX RUIZ,,Latin,,1.0,445,CACHETEA,,,,,,,,0,
488,JUNIOR KLAN,,,,,446,COLON ERA SOLTERON,,,,,,,,0,
489,AARON Y SU GRUPO ILUSION,0.0,Latin / Regional Mexicano,"Quería evitar el amor
Y la vida color de rosa
Odiar cosas del corazón
Y poder hablar de otra cosa

Quería evitar la pasión
Y esos paisajes que se pintan
Cuando la obsesión y el deseo
Te alteran por una imagen femenina

Pero da la casualidad
Que esa alteración ya la tengo
Por esas tantas sensaciones
Que tengo en el pecho
Ignorarlas no puedo

Tu eres esa simple razón
Por la que volví a sonreír
Por la que levantó la vista
Y veo lindo el cielo
Aunque este todo gris
Aunque este todo gris
...


 ",18.0,447,RAZON,0,0,0,0,0,0,1,1,
490,"BANDA TIERRA SAGRADA, PANCHO URESTI",0.0,Music,"Me encanta tu lado bueno
Y la forma de hacer las cosas bien
Me gusta sentir la vibra
Que me transmite tu ser

Cuando andas en modo cursi
La verdad que me enamoras
¿Cómo puedo agradecer tantas cosas en unas horas?
Porque aparte de ser tan buena persona

La verdad que me enamoras
Cuando te me pones loca
Me fascina como luce
Tu cuerpo con faldas cortas

Es bonito cuando me dejas
Todito besuqueado
...


 ",21.0,448,DE CUALQUIER MODO,0,0,1,1,0,1,0,1,
491,CHICO CHE CHICO FT. LOS SOCIOS DEL RITMO,0.0,,"Hablando de las muchachas
Nadie se pone de acuerdo
A unos les gustan gordas
A otros pollos muy tiernos
Si un amigo me pregunta
¿Qué como es mi prenda amada
Pensando en mi muñequita
Tan solo respondo yo
Ni tan gorda ni tan flaca
Que no sea tan amiguera
Con principios muy morales
...


 ",21.0,449,NI TAN GORDA NI TAN FLACA,0,0,1,1,0,1,0,1,
492,LOS SUPER CARACOLES,,Latin / Salsa y Tropical,,12.0,450,ME GUSTAS,,,,,,,,0,
493,FIEVRE LOOKA,0.0,Latin / Salsa y Tropical,"¿Por cuánto me lo das? -(por 20 pesos)
¿Por cuánto me lo das? -(por 20 pesos)
Rebájalo de ahí -(que no se puede)
Rebájalo de ahí -(que no se puede)

¿En dónde me lo das? -(en la cocina)
¿En dónde me lo das? -(en la cocina)
¿Y cuándo me lo das? -(después del baile)
¿Y cuándo me lo das? -(después del baile)
Al son de la tambora
Vamos bailando
Y al son del clarinete
Nos vamos yendo
Al son de la tambora
Vamos bailando
Y al son del clarinete
Nos vamos yendo

¿Por cuánto me lo das? -(por 20 pesos)
¿Por cuánto me lo das? -(por 20 pesos)
...


 ",14.0,451,POR CUANTO ME LO DAS,0,0,1,1,1,1,0,1,
494,GERMAN MONTERO,0.0,Latin / Regional Mexicano,"Quisiera morirme en una buena peda
Porque de esto amarte, me trajo problemas
A través del vaso ya miro tu cara
Las ganas de verte, no se van con nada

Tengo mucha prisa por ir a buscarte
Luego me arrepiento, me gana el coraje
Fue la decepción más grande que he tenido
Lo que tú me hiciste, es lo peor que he vivido

Dime cantinero, tú sabes de penas
A los cuantos tragos, me olvido de ella
...


 ",19.0,452,A TRAVES DEL VASO,1,0,1,0,0,1,0,1,
495,DIABLOS LOCOS FT. FERNANDO GIL,,Latin / Regional Mexicano,,16.0,453,MEJOR QUE EL (QUEDATE CON EL),,,,,,,,0,
496,BLANCO Y NEGRO,,,,1.0,454,VIVA EL AMOR,,,,,,,,0,
497,LOS YAGUARU,1.0,,"Y otra vez
Yaguaru
¡Ay, hombre!

Maldita traición
Que me hace beber esta copa de odio
De sangre y rencor
No quiero beberla, pero este dolor
Me obliga a tomarla

Qué feo se siente ver a tu mujer
En brazos de otro que dice querer
Quisiera enfrentarlo y hacerle pagar
Por lo que me hizo

Acompáñame, amigo, con este dolor
...


 ",1.0,455,MALDITA TRAICION,1,1,1,0,0,1,1,1,
498,MARILYN ODESSA,0.0,Latin / Regional Mexicano,"Era de esperarse que vendrías a buscarme
Yo ya te esperaba es más ya se te hizo tarde
Perdiste tu tiempo besando a no sé quien
Yo estaba segura que ibas a volver
Y no me equivoque te ha ido mal y ahora regresas
Ni tú mismo te crees toda esa historia que me cuentas
Ya se te hizo costumbre que yo siempre te perdone
...


 ",11.0,456,Y NO ME EQUIVOQUE,0,0,0,0,0,1,1,1,
499,LA ORIGINAL BANDA EL LIMON,0.0,Latin / Regional Mexicano,"Caminé y sufrí mil decepciones
Aprendí tantas lecciones y lloré
Tropece y después de tantas penas
Han llegado cosas buenas
Te encontré
Me enamoré
Yo también
Me curaste con tus besos
Y ahora tan sólo me sueño junto a Ti
Descubrí, que después de una gran pena
Llegarían cosas buenas si estás aquí
Junto a mí
Porque amándote
Se acabó el dolor
Le faltabas Tú a mi corazón
Por hablarme así
...


 ",6.0,457,AMANDOTE,0,0,0,0,0,0,1,1,
500,"CARLO MORA, ALAN PINEDA",,Music,,4.0,458,TRES BOTELLAS,,,,,,,,0,
501,LOS BUKIS,0.0,Latin / Pop in Spanish,"Otro año ya se ha ido
Cuántas cosas han pasado
Algo hemos aprendido
Y algo hemos olvidado

Pero dentro aquí en mi alma
Nada, nada ha cambiado
Siempre te tengo conmigo
Sigo tan enamorado

Las lucesitas de mi árbol
Parece que hablan de ti
Y entre piñatas y sonrisas
Siento que no estés aquí

En el espejo veo mi rostro
Va acabándose mi piel
Y en la agonía de este año
Siento que muero con él

Llega Navidad y yo sin ti
En esta soledad
...


 ",22.0,459,NAVIDAD SIN TI,0,0,0,0,0,0,1,1,
502,SIGGNO,,World,,16.0,460,YO TE AMO,,,,,,,,0,
503,PURO REYES,,,,1.0,461,AVENTURERO,,,,,,,,0,
504,LOS DE LA VAINILLA,,Music,,1.0,462,TU CELULAR,,,,,,,,0,
505,GIOVANNI AYALA,0.0,Latin / Regional Mexicano,"Te pido por favor que no me llames, que no me busques
Estoy bastante bien sin tu presencia aunque lo dudes
No estoy pa' tropezarme con tus besos de nueva cuenta
Tampoco necesito explicaciones, sé que te pesa

Ya no tienes derecho a reclamarme si me besan otros labios
Tuviste tu oportunidad y me has fallado

Pa' que no te anden contando, te lo digo de mi boca
Ahora ya son otros tiempos y hago lo que se me antoja
...


 ",18.0,463,PA QUE NO TE ANDEN CONTANDO,0,0,0,0,0,1,0,1,
506,"LEANDRO RIOS, LOS CARNALES DE NUEVO LEON",,,,18.0,464,SI EXTRAÑAS AL VIEJO,,,,,,,,0,
507,LOS ROJOS,0.0,Latin / Regional Mexicano,"Esos que caminan de la mano
Esos que por nada se separan
Esos que se ven por las banqueta

Ese par de enamorados
Los que siempre se respetan
Los que se desvelan platicando
Los que se presumen con la gente
Esos mismos seriamos nosotros

No estarías con el otro y yo con otra diferente
Los que al tenerse no pierden el tiempo
Y pasan horas encerrados cuerpo a cuerpo

...


 ",17.0,465,ESO SERIAMOS NOSOTROS,0,0,0,1,0,0,0,1,
508,BANDA PEQUEÑOS MUSICAL,,,,21.0,466,DAMELO,,,,,,,,0,
509,MALUMA,,,,,467,AMOR DE MI VIDA,,,,,,,,0,
510,LOS VALEDORES DE LA SIERRA,,Latin,,17.0,468,DEJATE AMAR,,,,,,,,0,
511,BLANCO Y NEGRO,,Latin,,1.0,469,LA PROBADITA,,,,,,,,0,
512,NELSON KANZELA,0.0,,"Ya toda mi gente tiene ganas de bailar
Viernes de quincena y el cuerpo lo sabe ya
Voy por unas chelas pa ponerme a chupar
Paso por mi negra que le gusta cotorrear

El ritmo esta bueno no me lo pueden negar
Tiene un saborcito que a mí me gusta bailar
Y con un pasito que me acaban de enseñar
Es bien facilito y ahorita te lo voy a mostrar

Caminen raza con la mano derecha arriba
Y con un bote de cerveza

La mano derecha arriba
Y con un bote de cerveza
Damos una vueltecita
Y moviendo la cadera
La mano derecha arriba
Y con un bote de cerveza
Damos una vueltecita
Y moviendo la cadera

La mano derecha arriba
Y con un bote de cerveza
Damos una vueltecita
Y moviendo la cadera

La mano derecha arriba
Y con un bote de cerveza
...


 ",17.0,470,CON UNA CERVEZA,0,0,1,0,0,1,0,1,
513,NELSON KANZELA,,Latin,,17.0,471,BIEN QUE QUIERE,,,,,,,,0,
514,CORNELIO VEGA Y SU DINASTIA,0.0,,"Fue un error amarte
La verdad no entiendo ni sé la razón por la que te marchaste
Yo te daba todo entero el corazón y no lo valoraste
De que sirvió quererte, si al final de cuentas de mí te olvidaste

Solo fue un momento
Me hiciste creer que de verdad me amabas y caí en tu cuento
Todas tus promesas, todas tus palabras, se las llevo el viento
Solo fuiste un error que en mi vida paso, no tienes sentimientos

Fue un error amarte
Pero dime donde encuentro todos los besos que me robaste
Todas esas noches que dormí contigo y que tú me abrazaste
...


 ",24.0,472,FUE UN ERROR AMARTE,0,0,0,1,0,1,0,1,
515,"JUANES, SEBASTIAN YATRA",1.0,,"No quería enamorarme
Y me fui de fiesta con mis amigos
No pensé que encontrarte era mi destino

Yo te dije corazón, acércate, por favor
Vos tenés esa faldita, todos pierden la razón
Si te está gustando mucho, te pido perdón
Y después de un vallenato, nos vamos los dos

(Porque tú)
Porque tú tienes esa cara bonita
Yo enloquecido con tu cuerpo, ¿qué voy a hacer?
Sin darme cuenta, me perdí en tu boquita
Que no me busquen que yo nunca quiero volver

Solo un idiota va a dejarte solita
Con esas ganas de besarte bonita
No seas tan mala, ven dame una vueltita
Tú tienes eso que mi cuerpo necesita
...


 ",23.0,473,BONITA,0,0,1,1,0,1,0,1,
516,PAOLO RUBBOLI,0.0,,"En mi barrio la llamaban
La loca Ramona
Era más que una leyenda
Por su forma de bailar
En el suelo se azotaba
Y de la pista era su esclava
Y los Ángeles Azules
La ponían a rumbear
Me miró y yo me puse a bailar
Su cintura vino a hipnotizarme
Por qué es su talento en el arte de hacerme volar
Y yo como te voy a olvidar
Y el listón de tu pelo soltar
Yo sé que nunca es suficiente
Tenerte y tú te vas
Loca, loca, mi niña loca
Nunca dejes de bailar
Loca, loca, mi niña loca
No me vallas a dejar
Más cumbia
Con amor
...


 ",14.0,474,LA LOCA RAMONA,1,0,1,0,0,1,0,1,
517,FERNANDO GIL,0.0,World / South America,"A veces no se por que nos enojamos.
Entiende que yo no viviría sin ti.
Ya no hay que perder el tiempo en reclamos.
Si tú sabes que te amo y que yo sólo quiero hacerte feliz.
Yo sé muy bien que a veces te he fallado.
Y también que no he sido el mejor.
Pero tienes que entender que soy humano y a
Veces nos equivocamos o cometemos un error.
Hoy vengo a decirte que te quiero que te amo...
...


 ",7.0,475,QUIERO DECIRTE,0,0,0,0,0,0,1,1,
518,INTOCABLE,0.0,Latin / Regional Mexicano,"Tengo un corazón abierto para ti
Y aunque sabe bien que va a sufrir
Ya no le teme a las balas

Ha perdido tanto, por miedo a perder
Pero ya entendió que se vive una vez
No pierdas tiempo y dispara

De las cicatrices yo me encargó
Tal vez este amor no sea tan largo
Pero es tan bonito y mientras dure
Voy a disfrutarlo
...


 ",27.0,476,NO VAN A ENTENDER,0,1,0,0,0,1,0,1,
519,LOS 2 DE LA S,,Latin / Regional Mexicano,,16.0,477,DE FIESTA,,,,,,,,0,
520,FANO GAXIOLA,,,,1.0,478,OJALA,,,,,,,,0,
521,GRUPO CORPORACIÓN,0.0,Latin,"Dime que chingados haces
En mi puerta a las 3 de la mañana
Dime si no te has cansado de mentir
O que cirquito te tramas
Me acuerdo que le decías a tus amigas
Que nunca ibas a rogarme
Eso es lo que decían las facturas
Que no ibas a rebajarte y mucho menos por mi
Así que lárgate y no vuelvas
No seas cínica
Ya no me enredan tus palabras
Son tan típicas
Te trate como reina
Y ese fue mi gran error
...


 ",5.0,479,LARGATE Y NO VUELVAS,1,0,0,0,0,1,0,1,
522,JUNIOR KLAN,,,,,480,CUMBIA CON ACORDEON,,,,,,,,0,
523,JORGE DOMINGUEZ Y SU GRUPO SUPER CLASS,,Latin,,16.0,481,INFIEL,,,,,,,,0,
524,DADDY YANKEE FT SECH,0.0,,"Si por ahí no' vemos, y no saludemos
Olvídate que existo (Sech)
Si me escribes, queda en visto (DY)

No pasas ni caminando por mi mente, yeh-eh-eh
Tú lo sientes y los dos estamos conscientes

Definitivamente no te quiero ni ver
Definitivamente ya esto murió, bebé, ah
De casualida' si no' encontramo', ni no' conocemo', yeh
Solo una ve' má' esto se va a dar, pa' que lo olvidemo' (oh-oh, oh-yeh)

Definitivamente no te quiero ni ver
Definitivamente esto murió, bebé, eh (yah-yah)
De casualida' si no' encontramo', no no' conocemo' (yeh-eh)
Solo una ve' má' esto se va a dar, pa' que lo olvidemo' (oh-oh, oh-yeh)

Me lo dijo un amigo: ""uno duerme con el enemigo"", yeah, yeah
Quédate con lo debido y devuélveme el tiempo perdido

...


 ",26.0,482,DEFINITIVAMENTE,0,0,0,0,0,1,0,1,
525,LA ZENDA NORTEÑA,,Latin,,17.0,483,NO LO MERECES,,,,,,,,0,
526,LORENZO MENDEZ,0.0,Latin / Regional Mexicano,"Conocerte
No se si fue una buena idea
Pero esto que tu me provocas
Con nadie más lo había sentido
Una de mezcla de amor y de pecado
Un escape a mis problemas
Mientras tu y yo nos besamos
Decidimos continuar
Aunque no era lo legal
Pero en el amor las reglas están de más
Porque tu y yo
Hacemos lo que se nos da la gana
...


 ",10.0,484,IMPERFECTAMENTE PERFECTA,0,0,0,0,0,0,1,1,
527,CESAR CERECERES,,Latin / Regional Mexicano,,1.0,485,SE TE NOTA,,,,,,,,0,
528,LOS YAGUARU,,,,1.0,486,ANTÍDOTO,,,,,,,,0,
529,GERARDO CORONEL,,,,21.0,487,QUE QUIERES,,,,,,,,0,
530,MARCO ANTONIO SOLIS,0.0,Latin,"Porque callarme
Si hay tantas cosas
De que contar, algunas frías otras hermosas
Porqué callarme

Si del tamaño
Que tengo el alma
Han sido todos estos años
Que hoy me hablan
Porqué callarme

Siendo sincero
Debo decirte
Que me dolió que me hables, para despedirte
Porque te quiero

Yo que tomaba
Mis precauciones
...


 ",26.0,488,NO ME ARREPIENTO,0,0,0,0,0,0,1,1,
531,MARILYN ODESSA,0.0,Latin / Regional Mexicano,"Aunque no esté de acuerdo
Tendré que aceptar tu despedida
Aunque me esté muriendo
Voy a guardarme este dolor para otro día

Y aunque me esté muriendo
Por rogarte hasta cansarme
Juro que detendré mis ganas de humillarme
Si eso quieres, está bien
Con el tiempo esta herida va a sanarme

Pero a ti te va a faltar
El beso de las mañanas
Te aseguro que vas a extrañar
Mis manos y mis ganas

...


 ",8.0,489,TE VA A FALTAR,0,0,0,0,0,1,0,1,
532,GUIDO G FT LEOSHIN,,,,1.0,490,DÉJAME,,,,,,,,0,
533,GRUPO G,,Music,,21.0,491,PERDÓN,,,,,,,,0,
534,LA ORIGINAL BANDA EL LIMON,,,,,492,ALGO OFICIAL,,,,,,,,0,
535,NELSON KANZELA,,Latin / Regional Mexicano,,15.0,493,LA GUITARRA Y LA MUJER,,,,,,,,0,
536,MELISSA,,Latin / Regional Mexicano,,1.0,494,A PUROS BESOS,,,,,,,,0,
537,DAVID AVILA,,Latin,,5.0,495,TU VENENO,,,,,,,,0,
538,BLANCO Y NEGRO,0.0,,"¡Ay mamá!
Como te estás poniendo buena, madura
Re buena, madura, re buena,
Te veo caer del arbolito.
Es hora de soltarte la trenza,
Y de dar rienda suelta y hacer,
Lo que no estaba previsto.

Ay mamá
Como te estás poniendo buena, madura
Re buena, madura, re buena,
Te veo caer del arbolito.

Es hora de soltarte la trenza,
Y de dar rienda suelta y hacer
Lo que no estaba previsto.

Regálale tus ojos a don Juan,
Y dale besos al que veas primero.
Regálale tus ojos a don Juan,
Y dale besos al que veas primero.

...


 ",1.0,496,BOTA LA BATA,1,0,0,1,0,1,0,1,
539,GRUPO DELTA,,,,14.0,497,TE VA A DOLER,,,,,,,,0,
540,FIEVRE LOOKA,0.0,Latin / Salsa y Tropical,"Y pensar que te cargaba en mis brazos el día de ayer
Tan rápido ya 15 años no puede ser
Recordar toda la alegría que me has traído
Y mirar en ese ser hermoso que te has convertido

Como si de arriba me dieron demasiado
Como un regalo que no merecí
...


 ",5.0,498,CUANDO TE PERDI PERDI,0,0,0,0,0,0,1,1,
541,"CARLOS RIVERA, NATALIA JIMENEZ",0.0,,"¿Me quieres?

Te quiero
Por ti yo siento un cariño
Desde que éramos niños, yo
Te quiero y también te amo

Y tú
¿Me quieres?

Te quiero
Aunque muy poco nos vemos
Desde que nos conocemos, yo
Te quiero y también te extraño

Es tan hermoso saber
Que en ti piensa otro ser
Y al fin de este siglo
...


 ",18.0,499,EL DESTINO,0,0,0,0,0,0,1,1,
542,ROSALIA,1.0,Music,"Cosa' de familia, no la' tienen que escucha'
Lo' capo' con lo' capo' y yo soy la mamá
Los secreto' solo con quien pueda' confia'
Más-más te vale no romper la omertá

Hay nivele' para todo en esta vi'a
No jodemo' con persona' desconoci'a'
Ni un amigo nuevo, ni uno haría
Ni un amigo nuevo, ni uno haría

TKN, TKN, TKN
Ni un amigo nuevo, ni uno haría
TKN, TKN
Ni un amigo nuevo, ni uno haría

Zoom en la cara, Gaspar Noé
E'to no dispara', la vacié
VVS, VVS, Dolce Vita
Mi mando está duro, dinamita
...


 ",81.0,500,TKN,0,0,0,1,0,1,0,1,
543,BLANCO Y NEGRO,,,,1.0,501,EL SABOR DE TU TRAICION,,,,,,,,0,
544,LOS TIGRES DEL NORTE,0.0,Latin / Regional Mexicano,"Con su permiso señores
Con gusto vengo a cantarles
Vamos hacer los honores a Don Vicente Fernández
Porque es de los triunfadores
El más grande entre los grandes

Nacido allá en Huentitán del Estado de Jalisco
Icono internacional le dio al mariachi prestigio
Con su estilo personal
Subir en grande es su oficio

El cielo te dio el talento
Le puso magia a tu voz
Tú pusiste el sentimiento
...


 ",28.0,502,UN CONSENTIDO DE DIOS,0,0,0,0,0,0,1,1,
545,LOS SUPER CARACOLES,,Latin / Salsa y Tropical,,11.0,503,HOY ES VIERNES Y EL CUERPO LO SABE,,,,,,,,0,
546,LOS DE LA VAINILLA,,Music,,1.0,504,LA FAMILIA,,,,,,,,0,
547,BANDA EL RECODO,0.0,Latin / Regional Mexicano,"Eres todo lo que anhelo
Eres el regalo que cayó del cielo
Quiero estar siempre a tu lado
Hasta tus defectos me han enamorado

Y no puedo compararte
Yo no he conocido a nadie que te iguale
Tú eres la mejor de todas
Para describirte las palabras sobran

La protagonista de mi nueva historia
La que es buen amante, si estamos a solas
La que en días felices siempre está presente
Y gasta su tiempo solo complacerme

Eres algo más que el amor de mi vida
Eres el motivo de mis alegrías
...


 ",65.0,505,LA MEJOR DE TODAS,0,0,0,0,0,1,0,1,
548,"SUPER LAMAS, ALEKS SYNTEK",0.0,Latin / Regional Mexicano,"Uh-uh, uh-uh
Uh-uh, uh-uh
Uh-uh, uh-uh
Uh, uh-uh-uh

Hoy, tu cara me lo dice todo
En silencio me hablas de algún modo
Algo no te deja ser feliz

Sé, la vida no es cuento de hadas
Y vamos de la fe a la nada
Tratando de sobrevivir

No hay difícil camino
Cuando estamos juntos tú y yo

Si vas en caída libre
Y te sientes derrotada
Yo me entregaré en el alma
Para curar tu dolor
No te dejaré rendirte
Yo te sanaré las alas
...


 ",23.0,506,CORAZONES INVENCIBLES,0,0,0,0,0,0,1,1,
549,OZUNA,1.0,,"Tú tiene' un control de acceso en tu corazón
Y yo no quiero hablarte de eso (Oh, oh, oh, oh)
Ni tú ni yo 'tamos pa' ese proceso
Solo sexo y si tú quiere' estar de regreso (Solo sexo)

Ven, dame un beso (Ven, dame un beso)
Que se va la noche, se va corriendo (Woh-oh, oh-oh)
Hoy te confieso (Hoy te confieso)
La verdad, estoy pa' ti, la verdad no te miento

Tengo fantasías con tu piel (Con tu piel)
Me paso los día' extrañándote (-trañándote)
Tengo fantasías con tu piel (Con tu piel)
Me paso los día' esperándote (-perándote)
Que seas mía otra vez (Woh, oh)

No aguanto, trato, pero no aguanto (No aguanto)
Tenerte cuando no está' a mi lado
Dime cuánto tiempo, dime cuánto (Cuánto)
Me dejarás aquí esperando (Oh, oh)

...


 ",26.0,507,FANTASIA,0,0,0,1,0,0,0,1,
550,MELISSA,,,,,508,"QUE TAL SI, SI",,,,,,,,0,
551,SANGRE FELINA,0.0,Latin / Regional Mexicano,"Yo nací sin fortuna y sin nada
Desafiando al destino de frente
Hasta el más infeliz me humillaba
Ignorándome toda la gente
Y de pronto mi suerte ha cambiado
Y de pronto me vi entre gran gente

Vi a esa gente sentirse dichosa
Frente a un mundo vulgar y embustero
Gente hipócrita, ruin, vanidosa
Que de nada le sirve el dinero
Que se muere lo mismo que un pobre
...


 ",10.0,509,SIN FORTUNA,0,0,,0,0,1,0,1,
552,MANUEL TURIZO,0.0,,"Yeah, yeah, yeah
Oh-woh-oh
Manuel Turizo

Quiéreme mientras se pueda (Yeah)
Que la vida es una rueda
Que te da mil vueltas, al final nada queda
No he visto la primera historia
De que alguien se muere y algo se lleva
Y lo mejor de esta historia es que tú eres mi compañera
De esta vida pasajera (Wouh, wouh)

Quiéreme mientras yo te quiera
Y no quiere decir que seas mía
Por eso guardo buenos recuerdos en la alcancía
Para recordarte por si te vas algún día (Yeah)

Que esta ha sido una poesía que escríbimos los dos
Único, en cada capítulo, me quiere de ante' que yo
Desde ante' que me vistiera Gucci o Valentino
Son cosas del destino
...


 ",66.0,510,QUIEREME MIENTRAS SE PUEDA,0,0,0,0,0,1,0,1,
